calamity /kəˈlæməti/|noun|an event that causes great damage to people’s lives, property, etc.
contemplate /ˈkɒntəmpleɪt/|verb|to think deeply about something for a long time
compel /kəmˈpel/|verb|to force somebody to do something; to make something necessary
comprehension /ˌkɒmprɪˈhenʃn/|noun|the ability to understand
craven /ˈkreɪvn/|adjective|not having or showing courage
crucify /ˈkruːsɪfaɪ/|verb|to kill somebody as a punishment by fastening them to a wooden cross
