glade /ɡleɪd/|noun|a small open area of grass in a wood or a forest
goodman /ɡʊdmæn/|noun|male head of a household; husband; courtesy title before the surname of a man not of noble birth
goodwife /ɡʊdwaɪf/|noun|female head of a household; courtesy title before the surname of a woman not of noble birth
guile /ɡaɪl/|noun|the use of clever but dishonest behaviour in order to trick people
