usher /ˈʌʃə(r)/|noun|a person who shows people where to sit in a church, public hall, etc.
usher /ˈʌʃə(r)/|verb|to take or show somebody where they should go
utterance /ˈʌtərəns/|noun|the act of expressing something in words
